"threshold","specificity","sensitivity"
-Inf,0,1
1.5,0.0981137387387387,1
2.5,0.226632882882883,0.997172478793591
3.5,0.39161036036036,0.988689915174364
4.5,0.584037162162162,0.964184731385485
5.5,0.716873123123123,0.915174363807729
6.5,0.809027777777778,0.86239396795476
7.5,0.878566066066066,0.764373232799246
8.5,0.935529279279279,0.639962299717248
9.5,0.975225225225225,0.494816211121583
10.5,0.995777027027027,0.279924599434496
11.5,0.999390015015015,0.120640904806786
Inf,1,0
