"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"F2",0.318127085019979,0.00609764851131957,0.049318487229606,0.22848890819762,0.28261991584669,0.317371222497297,0.351617728530567,0.415569012171229,65.4176170943444,1.04157720032607
"F3",0.696355115152503,0.0105874380168689,0.0446510362791791,0.616883964173127,0.665022621152555,0.69469174763947,0.725366095047317,0.789045057136567,17.7861243214633,1.13667166604245
"F4",2.00826504862384,0.00848197329302109,0.0595871021134661,1.88869146971207,1.97045786221521,2.00744224947872,2.04563089982652,2.12602239714851,49.3526785772749,1.06225053443597
"F5",3.93286414045436,0.011223282175794,0.118600518539368,3.67927796489253,3.85997428572273,3.93870654862116,4.0113868153065,4.15348231384391,111.669201705759,1.02313759460725
"F6",5.97443039050169,0.014240990707081,0.146817726503977,5.68094863866451,5.8810583795247,5.98012707801231,6.07292055996087,6.26139703437279,106.286127326218,1.01070741084444
"Q1",2.05650455161749,0.00638650153886293,0.0678218393490534,1.92561551940652,2.01062111847948,2.05264043296335,2.0977583138717,2.20175782256153,112.775064793318,1.03095569208845
"Q2",3.60123566032309,0.0138955779192496,0.112398357896911,3.39025291107384,3.52751297961075,3.59340561195596,3.66704002224108,3.85423087244678,65.4284610048977,1.04453971614923
"Q3",5.30216142085448,0.51786981460025,0.650046047099046,4.63465621353516,4.81799728817601,4.94347863052205,6.03878790867907,6.52183660910048,1.57560390278834,4.3695898563802
"Q4",8.27304471283236,0.0244432741236556,0.242297901361332,7.83396740291828,8.10644272908572,8.26385077586189,8.42494981238467,8.79929157949669,98.2608572202091,1.03392695741335
"Q5",10.28637881081,0.0290884606815973,0.289882873912587,9.73982349308735,10.0800154356391,10.2796507665326,10.4754873294919,10.8988339672381,99.3124366001048,1.02341882608279
"Q6",11.4098488418493,0.0482799683480032,0.500235424493035,10.4157085576624,11.0715302802624,11.4084025792159,11.7631102609917,12.3528006063609,107.353184862914,1.02257118908831
"Q7",16.0999950709908,0.0332089417453658,0.353362936942515,15.600417728454,15.8257974456119,16.0474325188127,16.2870887057111,16.9615795461382,113.222285953952,1.01475994579766
"V1",0.0538276146373006,0.00189420182006796,0.0206029317547443,0.0138220337934532,0.0394958918881239,0.0545057103862433,0.0695942870436032,0.0899754643557704,118.305667106889,1.030839032942
"V2",0.22089324215411,0.00342991017109439,0.0397146052933345,0.143724102452085,0.194365586460031,0.22069112609524,0.248758441566355,0.300706199096721,134.071049531172,1.04246412755095
"V3",0.602655507521551,0.0100669160524871,0.0463885061405706,0.522021794482967,0.569675251066345,0.59861950570949,0.631783773406891,0.703517907901254,21.2338077028485,1.09022699440643
"V4",1.17656244903513,0.0065513646359698,0.0626811928352065,1.0612123621726,1.13400472760721,1.17354255690767,1.21596636215148,1.30353485434153,91.5400111555688,1.03402340698449
"binge",5.01404813311042,0.257763581271548,0.446509512430188,3.98748774312721,4.80693679972691,5.07493881498931,5.28914762202021,5.80131648781922,3.0006705571482,1.43831849634205
"sigma",9.2174585103605,0.0118690141676094,0.0658849139062884,9.08579294144635,9.17472171801324,9.21666315224032,9.26323466823725,9.34459447138941,30.8136162109945,1.06907180385226
