"threshold","specificity","sensitivity"
-Inf,0,1
1.41996,0.0983923687545861,1
1.7861505,0.120672403442065,1
1.9440175,0.124207858048162,1
2.086126,0.219998665866186,0.998648648648649
2.304059,0.220799146154359,0.998648648648649
2.640402,0.231071976519245,0.997297297297297
2.879667,0.244546728036822,0.994594594594595
3.0114365,0.244680141418184,0.994594594594595
3.1644595,0.253285304516043,0.994594594594595
3.223605,0.273163898339003,0.994594594594595
3.339616,0.310853178573811,0.993243243243243
3.7012015,0.316656660663065,0.993243243243243
4.0423885,0.321993195917551,0.993243243243243
4.11662,0.325461943832966,0.993243243243243
4.185557,0.32692949102795,0.993243243243243
4.2451025,0.417050230138083,0.989189189189189
4.3622365,0.417717297044894,0.989189189189189
4.537112,0.452604896271096,0.987837837837838
4.678433,0.454272563538123,0.987837837837838
4.8102025,0.455406577279701,0.987837837837838
4.8867655,0.458141551597625,0.987837837837838
5.028874,0.461476886131679,0.987837837837838
5.1725755,0.465412580881862,0.987837837837838
5.2632435,0.480955239810553,0.986486486486487
5.394745,0.483356680675072,0.986486486486487
5.645264,0.512574211193383,0.986486486486487
5.8984715,0.514041758388366,0.985135135135135
5.9749315,0.514308585151091,0.985135135135135
6.08979,0.518511106663998,0.985135135135135
6.415812,0.525782135948236,0.985135135135135
6.7773975,0.52604896271096,0.985135135135135
6.97281,0.536388499766527,0.985135135135135
7.0357875,0.536388499766527,0.983783783783784
7.117051,0.537989460342872,0.982432432432432
7.44403,0.547661930491628,0.977027027027027
7.75181,0.55706757387766,0.975675675675676
7.8269,0.588019478353679,0.967567567567568
7.875341,0.590754452671603,0.967567567567568
8.0707535,0.631045293842972,0.962162162162162
8.344474,0.631645654059102,0.960810810810811
8.679879,0.631912480821826,0.960810810810811
8.9679385,0.632045894203189,0.960810810810811
9.070018,0.644586752051231,0.958108108108108
9.148149,0.683943699553065,0.944594594594595
9.2039365,0.684010406243746,0.944594594594595
9.346045,0.684410646387833,0.943243243243243
9.5185135,0.684544059769195,0.943243243243243
9.7637965,0.689080114735508,0.941891891891892
9.959209,0.696551264091788,0.939189189189189
9.9746355,0.698352344740177,0.939189189189189
10.0639525,0.69848575812154,0.939189189189189
10.2156425,0.698685878193583,0.937837837837838
10.4017135,0.698752584884264,0.937837837837838
10.6302275,0.699219531719031,0.937837837837838
