"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"F2",0.320759409752719,0.00146781358002187,0.0493227906150384,0.231744792030747,0.285956013369123,0.319170223488614,0.354115167095655,0.424457399662314,1129.15478158689,1.0052717459967
"F3",0.692774987101848,0.0155099990012797,0.0446082606123685,0.61109505000687,0.660997972458874,0.692533383907808,0.722580505659728,0.781373827248711,8.2719335880223,1.12482260874802
"F4",1.99974515768964,0.0204342243406414,0.0659027902832718,1.8725883569172,1.95513017084845,1.99982933758104,2.04240726041097,2.13002738780016,10.4013878646389,1.11736299566707
"F5",3.92386787503465,0.013321739694336,0.128482059967184,3.67260387935673,3.83673148689653,3.92472385691411,4.01305797121426,4.1738189922342,93.0171642864336,1.05190332706788
"F6",5.95688603405988,0.0174860687157099,0.166201483066316,5.61574010395914,5.8463377330664,5.95943674493874,6.07239637982884,6.28249508747408,90.3411112150149,1.05226462554317
"Q1",2.06875820357039,0.00520010551994445,0.0800415156105321,1.92407286873712,2.01402251009054,2.06784699020022,2.11873770674048,2.23273772154351,236.922493272576,1.01574941537004
"Q2",3.61612565257099,0.00837929268028859,0.119529623044208,3.38685864280694,3.53478268336239,3.6128635849641,3.69385552035904,3.86136047153848,203.486864318005,1.01757068165038
"Q3",5.29026771767693,0.478589320294085,0.601576760046075,4.64601465213106,4.81941976424606,4.98244337565196,6.00196047554285,6.35424406796611,1.57999638930394,4.24017646898479
"Q4",8.2984010131825,0.0390404062791597,0.270852666022564,7.7872003732736,8.10939125429234,8.28346155008191,8.47719152247795,8.8467420968123,48.1324061112161,1.05897457164999
"Q5",10.3335269796141,0.0317882506507047,0.330706701776503,9.73866483020448,10.09949547705,10.3102045666298,10.5600595745565,11.0155949072447,108.231264985623,1.04115348496137
"Q6",11.4797318968615,0.0328214147134331,0.495883780402817,10.5519833162693,11.1408293951296,11.4630963300004,11.8048737352895,12.4862207532842,228.268094492417,1.02599137898433
"Q7",16.1390459198421,0.0190621035740161,0.396741790358794,15.5928107798024,15.8463805080384,16.0656426279669,16.3499292280116,17.1105187719908,433.185835776326,1.01313519586533
"V1",0.0534052808766491,0.000683688940314866,0.0199693943253759,0.0134343006581091,0.0388254952931936,0.0536094142362557,0.0683066103560415,0.0899428537660339,853.125015312663,1.0137971682666
"V2",0.221963485812392,0.00188338204504756,0.040704902724201,0.144304629798271,0.194323292077368,0.221561808461279,0.249609387593564,0.302575601653119,467.107231428274,1.01394403942644
"V3",0.60288582165796,0.0148137860687774,0.0496838591671622,0.521400505112827,0.566012777648037,0.598925778550318,0.634202098596852,0.710566372387915,11.2486008670552,1.09364303275636
"V4",1.17495427376857,0.00215914748068059,0.0644749177059165,1.05335602645186,1.12912991958803,1.17383234600444,1.21767848976293,1.30693433322511,891.696326037341,1.00344757641034
"sigma",9.21528956450898,0.012209681331921,0.0670514266329586,9.09137898171163,9.1689402972219,9.21393870507348,9.26125479477956,9.35111082023828,30.1583367967761,1.0481267543692
