"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"F2",0.34062333098198,0.00243459378159078,0.0522719422322733,0.23250505161198,0.306461738179951,0.339599906998395,0.376419034012842,0.44104575400717,460.982307540893,1.00845869162408
"F3",0.825939075559334,0.00800660567594828,0.0506948032556382,0.729240276734998,0.791787356325455,0.826307974943745,0.860022254679908,0.926773498171001,40.0894412827801,1.06358169779517
"F4",2.12035020556573,0.0220194479661436,0.0655403058668318,1.97838012195041,2.07570235382004,2.12725083176609,2.16784640555044,2.23295754287296,8.85939517504351,1.15932762519858
"F5",3.9546278117437,0.0390218876001993,0.12170446614528,3.73861101081274,3.86619387555826,3.94649421147445,4.03643086375175,4.19913745886626,9.72739348735214,1.14510052639535
"F6",6.3981519253092,0.0235561428591653,0.151735565238917,6.07956140626458,6.30486559517402,6.40544637192844,6.50012936468074,6.67886680528491,41.4921954212222,1.01547431410291
"Q1",2.1279043588067,0.00806741711936118,0.0854125954739799,1.96300368884655,2.0683427535652,2.1259452023599,2.18414395119342,2.29851041415291,112.092050457653,1.00369744068602
"Q2",3.6769474946714,0.0153862878956833,0.116266433269132,3.4684053241437,3.5961222428882,3.67224023063557,3.75141675265606,3.9234962604684,57.1006419450744,1.0148835173253
"Q3",5.47824673459324,0.507000160915771,0.634136524463005,4.76326225033051,4.97626378773037,5.15516615364483,6.30300204868739,6.4578142202718,1.56440552733576,4.81065703406389
"Q4",8.1001754059875,0.042231198120736,0.231539917936299,7.69292433495884,7.93829265348543,8.08336118112248,8.2430711043161,8.61926964459971,30.0597209440149,1.05478949800559
"Q5",10.3352085614255,0.0602119039455602,0.283119417239317,9.84292515124143,10.1298908219262,10.3115899816985,10.5222339873947,10.9376264739502,22.1092795583564,1.08213969459732
"Q6",9.8779773711629,0.0205093197679641,0.215385357720454,9.55780412097943,9.70881106863605,9.84748152643718,10.0173819848102,10.3672251398299,110.288400681706,1.01465766015826
"Q7",17.0959673596802,0.0682871874733275,0.455680823077746,16.3075311083065,16.7704913833304,17.0589269290099,17.3746827131926,18.0762589692566,44.5290112933177,1.02093008658903
"V1",0.0646549962616824,0.00134964014940676,0.0187137543120046,0.0246631837233611,0.0523844708448323,0.066309977010223,0.07929950816142,0.0944209246635259,192.258641095405,1.0195208183685
"V2",0.311074647362033,0.00353953434254311,0.0494843820193981,0.215872551940111,0.276803744398648,0.310052096918848,0.346450631788833,0.404425905905795,195.453765212993,1.0318140012625
"V3",0.752982801945645,0.00719018455501601,0.0751311206772517,0.614021713925734,0.698016643630446,0.749870899798409,0.809243052394367,0.892373661554356,109.184165275935,1.01885598156335
"V4",1.32695734943268,0.0157121931088919,0.0634838463204708,1.1966856819346,1.28347586739822,1.32960094422446,1.37171102556849,1.44439029429551,16.3249871107369,1.09536751200028
"binge",5.78830496982915,0.130682036908127,0.279529287058342,5.28971182986438,5.58364030914572,5.77392494689656,5.99572222817538,6.33089979175534,4.57533442540921,1.24114947974747
"sigma",12.1701767635091,0.00407333473689988,0.0810221330986001,12.0162988461882,12.1119361320877,12.1707366123326,12.2248208828052,12.3315276524523,395.646332183646,1.01023546427078
