"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"F2",0.334579404687521,0.0047782520996667,0.0626074021880462,0.197761994447585,0.296286445806282,0.338701200141223,0.379785676566728,0.448328192563458,171.677447956502,1.0182797853716
"F3",0.82362486512371,0.0112583117667329,0.0495252428001417,0.725546137540991,0.790186659359663,0.823086208313192,0.858772152865,0.916239699479952,19.3511457802343,1.07734214878517
"F4",2.09961636919836,0.0304386855539823,0.0626898803518858,1.9780228840537,2.05342743652736,2.0996382408433,2.14505205124042,2.2221034617574,4.24173071045425,1.30374330859307
"F5",3.89944010958572,0.024276594271752,0.116804228010045,3.66067997450726,3.82563696833793,3.90605078591691,3.97427595768527,4.11591839958312,23.1494995352718,1.10865488041981
"F6",6.31744011841119,0.0297624325168966,0.142253290486223,5.99958380385725,6.22981933600085,6.31673689366295,6.41426947629889,6.57972634454678,22.8448228386783,1.11373132788623
"Q1",2.16446444418758,0.010234531660607,0.0827278408012176,2.01073938089388,2.10877818750991,2.1619764422281,2.21811295837803,2.33872563194208,65.3382398916522,1.08526152803328
"Q2",3.74409359548703,0.0214795234094587,0.124584747545493,3.51402801349289,3.66253977076445,3.73790985753024,3.82092964206681,4.02281481832125,33.6418965557432,1.08320837675105
"Q3",5.54152359839364,0.475266933555691,0.593988213631952,4.85364142891318,5.08145922282409,5.24168172931503,6.3108295101054,6.45668978277564,1.56199793664608,5.07812306976786
"Q4",8.19170003867666,0.0671186910751182,0.239632791108809,7.74231902340329,8.03014051245129,8.18439960180219,8.34212718318494,8.71266224518093,12.7469280813433,1.15010647608922
"Q5",10.4573581933311,0.1230968051895,0.280841187639855,9.93473315102703,10.2545671036014,10.4616617056383,10.6563993377435,11.0174471013592,5.20508754994399,1.26280520547804
"Q6",10.2725202287139,0.0112301032102935,0.1686920680691,10.0406748180609,10.1409961784836,10.241073197381,10.3756304510137,10.6704400470698,225.642981513472,1.01054195899073
"Q7",17.2980631327188,0.0871718152652412,0.433511715655518,16.5292485133571,16.9897602521741,17.2887476056092,17.5692309408342,18.2691452000661,24.7314453420457,1.09434483662103
"V1",0.0630778398762543,0.00143557541070675,0.0188632332942224,0.0214540437183417,0.0508725204711136,0.0648152938466865,0.0773796119328639,0.0930566320787545,172.655433477899,1.03823443285194
"V2",0.314410563509295,0.00447297659515217,0.0483200217947524,0.225368340294496,0.279073514486434,0.312469082945594,0.347850325353331,0.41162509262568,116.697349321626,1.02532147416256
"V3",0.752656117292295,0.00574277206070678,0.0712690142285581,0.622724314828713,0.699906694729986,0.750614185355741,0.801646409845521,0.896824417012297,154.013342381835,1.01948097297144
"V4",1.31888928798146,0.00963580885646432,0.0581305898617903,1.2057883699296,1.27915406908718,1.31912494787228,1.3580897010581,1.43075596348266,36.3942778944203,1.06701174470053
"sigma",12.1692796899976,0.00434150275648652,0.0752249610815988,12.0200845780491,12.1175639223098,12.1684803943633,12.2233590323488,12.3145419928057,300.222876185001,1.01176512079246
