"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"F2",0.314258933933718,0.00829140222173518,0.0378392549599197,0.254170168799585,0.287072607476091,0.309633556359874,0.337861413000029,0.401280585251067,20.8271184155617,1.14235804396692
"F3",0.719656780445903,0.024486300272992,0.0398373807744236,0.644532350337904,0.695874864720508,0.714367519945922,0.747750394354046,0.800317146390981,2.64688584632151,1.67043138552202
"F4",1.94533315568751,0.0483821813950924,0.0664662413604004,1.84261066772977,1.89508507491642,1.9275430061861,2.01156293117375,2.068933638553,1.88725832500391,2.4050877621733
"F5",3.66097929319122,0.00925299328388519,0.0553060045411157,3.55763597438837,3.62530763781722,3.65794160232033,3.69374522856721,3.78165399499764,35.7256448066233,1.03535520698928
"F6",5.85171939267986,0.103211652713092,0.143787250813721,5.62411386905984,5.75456247720889,5.80162861091962,5.98261054708711,6.14986598330284,1.94081122577262,2.34850931453817
"Q1",2.24170392794206,0.0188383471732886,0.059373992006271,2.13279408026836,2.20491646111907,2.23648720789445,2.27515103721354,2.37964773310971,9.93360545890831,1.19302456486086
"Q2",3.96246205294379,0.0501810800917903,0.0938308576789247,3.78204774239755,3.89763881918368,3.96220878524566,4.03315467280287,4.137218769491,3.49632151452144,1.3971031196815
"Q3",5.81747276827759,0.381682165791418,0.471846003561163,5.32168500147819,5.46113699473285,5.53975253419085,6.46742697078333,6.49755567735727,1.52825852212299,7.79218385844812
"Q4",8.75761124834719,0.183888730928358,0.259400266229319,8.25420207537739,8.53093284352047,8.81579493385281,8.94785429335095,9.19951012777169,1.98989702958191,2.15884498673015
"Q5",11.046628148516,0.204942637152113,0.294794182054789,10.3802437542366,10.8306415296496,11.1133504741123,11.2647665194113,11.4809978170663,2.06906043347226,2.14363860255363
"Q6",11.5686252552833,0.00485834712618607,0.0713006541215828,11.5014755019908,11.5184931166864,11.5461512796005,11.5959317830202,11.7750951492891,215.382267562727,1.01447586942109
"Q7",18.4779135533032,0.398747016671349,0.561821284156091,17.2446592091588,18.0134392868733,18.6547533697044,18.9513727176657,19.2454620365989,1.98518727436924,2.11196427751319
"V1",0.061051488443044,0.00495964170192499,0.0211222155315317,0.0128716819768387,0.0474769481132184,0.0655303401269917,0.0776717166102349,0.0919825480443053,18.1375379320734,1.14635917128474
"V2",0.248563450838137,0.00380522556524495,0.0334983079971078,0.18902727858666,0.227454052791516,0.246265733456508,0.266076538812387,0.328337216392857,77.497007162309,1.05833924662426
"V3",0.661166921555745,0.0391146490098725,0.0574257315466723,0.5479887535946,0.613889686607516,0.671490515245764,0.714108052339155,0.733027052470336,2.15543136242429,1.91065303074856
"V4",1.20432368978399,0.00782969981310316,0.0418812386134075,1.12577955330349,1.17501830552016,1.20485807662499,1.23160851029956,1.28886111650535,28.6120391707689,1.10632928316124
"sigma",10.9691781191705,0.00720716259350788,0.0510232939424136,10.8752579289331,10.9339431378716,10.9648422983179,11.0037035938048,11.079528338423,50.1196863718593,1.05848960048891
